SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Phoenicoparrus andinus,Andean Flamingo,andfla2,species,1776.0,ANFL,PHAN,,Phoenicopteriformes,Flamingos,Phoenicopteridae,,,,phoeni1
Phoenicoparrus jamesi,James's Flamingo,jamfla1,species,1777.0,PUFL JAFL,PHJA,,Phoenicopteriformes,Flamingos,Phoenicopteridae,,,,phoeni1
Phoenicopteridae sp.,flamingo sp.,flamin1,spuh,1778.0,,,,Phoenicopteriformes,Flamingos,Phoenicopteridae,,,,phoeni1
Rollandia rolland,White-tufted Grebe,whtgre3,species,1780.0,WTGR,RORO,,Podicipediformes,Grebes,Podicipedidae,,,,podici1
Rollandia microptera,Titicaca Grebe,titgre1,species,1784.0,TIGR,ROMI,,Podicipediformes,Grebes,Podicipedidae,,,,podici1
Tachybaptus rufolavatus,Alaotra Grebe,alagre1,species,1785.0,ALGR,TARU,,Podicipediformes,Grebes,Podicipedidae,,true,1950,podici1
Tachybaptus ruficollis,Little Grebe,litgre1,species,1786.0,DABC LIGR,TARU,,Podicipediformes,Grebes,Podicipedidae,,,,podici1
Tachybaptus ruficollis [ruficollis Group],Little Grebe (Little),litgre3,issf,1787.0,DABC LIGR,TARU,,Podicipediformes,Grebes,Podicipedidae,litgre1,,,podici1
Tachybaptus ruficollis [tricolor Group],Little Grebe (Tricolored),litgre4,issf,1795.0,DABC TRGR LIGR,TARU,,Podicipediformes,Grebes,Podicipedidae,litgre1,,,podici1
Tachybaptus novaehollandiae,Australasian Grebe,ausgre1,species,1799.0,AUGR,TANO,,Podicipediformes,Grebes,Podicipedidae,,,,podici1
Tachybaptus pelzelnii,Madagascar Grebe,madgre1,species,1806.0,MAGR,TAPE,,Podicipediformes,Grebes,Podicipedidae,,,,podici1
Tachybaptus dominicus,Least Grebe,leagre,species,1807.0,,TADO,LEGR,Podicipediformes,Grebes,Podicipedidae,,,,podici1
Podilymbus podiceps,Pied-billed Grebe,pibgre,species,1813.0,,POPO,PBGR,Podicipediformes,Grebes,Podicipedidae,,,,podici1
Podilymbus gigas,Atitlan Grebe,atigre1,species,1817.0,,POGI,ATGR,Podicipediformes,Grebes,Podicipedidae,,true,1986,podici1
Poliocephalus poliocephalus,Hoary-headed Grebe,hohgre1,species,1818.0,HHGR,POPO,,Podicipediformes,Grebes,Podicipedidae,,,,podici1
Tachybaptus novaehollandiae/Poliocephalus poliocephalus,Australasian/Hoary-headed Grebe,y01019,slash,1819.0,AUGR HHGR,TANO POPO,,Podicipediformes,Grebes,Podicipedidae,,,,podici1
Poliocephalus rufopectus,New Zealand Grebe,nezgre1,species,1820.0,NZDA NZGR,PORU,,Podicipediformes,Grebes,Podicipedidae,,,,podici1
Podiceps major,Great Grebe,gregre1,species,1821.0,GRGR,POMA,,Podicipediformes,Grebes,Podicipedidae,,,,podici1
Podiceps auritus,Horned Grebe,horgre,species,1824.0,SLGR,POAU,HOGR,Podicipediformes,Grebes,Podicipedidae,,,,podici1
Podiceps grisegena,Red-necked Grebe,rengre,species,1827.0,,POGR,RNGR,Podicipediformes,Grebes,Podicipedidae,,,,podici1
Podiceps cristatus,Great Crested Grebe,grcgre1,species,1830.0,GCGR,POCR,,Podicipediformes,Grebes,Podicipedidae,,,,podici1
Podiceps nigricollis,Eared Grebe,eargre,species,1834.0,BNGR,PONI,EAGR,Podicipediformes,Grebes,Podicipedidae,,,,podici1
Podiceps auritus/nigricollis,Horned/Eared Grebe,y00229,slash,1838.0,BNGR SLGR HOGR EAGR,POAU PONI,,Podicipediformes,Grebes,Podicipedidae,,,,podici1
Podiceps andinus,Colombian Grebe,colgre1,species,1839.0,COGR,POAN,,Podicipediformes,Grebes,Podicipedidae,,true,1977,podici1
Podiceps occipitalis,Silvery Grebe,silgre1,species,1840.0,SSGR SIGR,POOC,,Podicipediformes,Grebes,Podicipedidae,,,,podici1
Podiceps occipitalis juninensis,Silvery Grebe (Andean),silgre3,issf,1841.0,SSGR SIGR,POOC,,Podicipediformes,Grebes,Podicipedidae,silgre1,,,podici1
Podiceps occipitalis occipitalis,Silvery Grebe (Patagonian),silgre2,issf,1842.0,SSGR SIGR,POOC,,Podicipediformes,Grebes,Podicipedidae,silgre1,,,podici1
Podiceps taczanowskii,Junin Grebe,jungre1,species,1843.0,JUGR,POTA,,Podicipediformes,Grebes,Podicipedidae,,,,podici1
Podiceps gallardoi,Hooded Grebe,hoogre1,species,1844.0,HOGR,POGA,,Podicipediformes,Grebes,Podicipedidae,,,,podici1
Podiceps sp.,Podiceps sp.,podice1,spuh,1845.0,,,,Podicipediformes,Grebes,Podicipedidae,,,,podici1
Aechmophorus occidentalis,Western Grebe,wesgre,species,1846.0,,AEOC,WEGR,Podicipediformes,Grebes,Podicipedidae,,,,podici1
Aechmophorus clarkii,Clark's Grebe,clagre,species,1849.0,,AECL,CLGR,Podicipediformes,Grebes,Podicipedidae,,,,podici1
Aechmophorus occidentalis x clarkii,Western x Clark's Grebe (hybrid),x00427,hybrid,1852.0,WEGR CLGR,AEOC AECL,,Podicipediformes,Grebes,Podicipedidae,,,,podici1
Aechmophorus occidentalis/clarkii,Western/Clark's Grebe,y00012,slash,1853.0,WEGR CLGR,AEOC AECL,WCGR,Podicipediformes,Grebes,Podicipedidae,,,,podici1
Podicipedidae sp.,grebe sp.,grebe1,spuh,1854.0,,,,Podicipediformes,Grebes,Podicipedidae,,,,podici1
Columba livia,Rock Pigeon,rocpig,species,1856.0,ROPI RODO,COLI,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Columba livia (Wild type),Rock Pigeon (Wild type),rocpig2,form,1857.0,ROPI RODO,COLI,,Columbiformes,Pigeons and Doves,Columbidae,rocpig,,,columb2
Columba livia (Feral Pigeon),Rock Pigeon (Feral Pigeon),rocpig1,domestic,1871.0,ROPI FEPI RODO,COLI,ROPI,Columbiformes,Pigeons and Doves,Columbidae,rocpig,,,columb2
Columba rupestris,Hill Pigeon,hilpig1,species,1872.0,HIPI,CORU,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Columba livia/rupestris,Rock/Hill Pigeon,y01112,slash,1875.0,ROPI RODO HIPI,CORU COLI,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Columba leuconota,Snow Pigeon,snopig1,species,1876.0,SNPI,COLE,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Columba guinea,Speckled Pigeon,spepig1,species,1879.0,SPPI,COGU,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Columba albitorques,White-collared Pigeon,whcpig1,species,1882.0,WCPI,COAL,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Columba oenas,Stock Dove,stodov1,species,1883.0,STDO,COOE,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Columba eversmanni,Yellow-eyed Pigeon,pabpig1,species,1886.0,YEPI,COEV,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Columba oliviae,Somali Pigeon,sompig1,species,1887.0,SOPI,COOL,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Columba palumbus,Common Wood-Pigeon,cowpig1,species,1888.0,COWP COWO,COPA,CWPI,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Columba palumbus [palumbus Group],Common Wood-Pigeon (White-necked),comwop1,issf,1889.0,COWP CWPI COWO,COPA,,Columbiformes,Pigeons and Doves,Columbidae,cowpig1,,,columb2
Columba palumbus casiotis,Common Wood-Pigeon (Cinnamon-necked),comwop2,issf,1894.0,CWPI COWP COWO,COPA,,Columbiformes,Pigeons and Doves,Columbidae,cowpig1,,,columb2
Columba trocaz,Trocaz Pigeon,tropig1,species,1895.0,TRPI MLPI MALP,COTR,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Columba bollii,Bolle's Pigeon,bolpig1,species,1896.0,DTLP BOPI,COBO,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Columba unicincta,Afep Pigeon,afepig1,species,1897.0,AFPI,COUN,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Columba junoniae,Laurel Pigeon,laupig1,species,1898.0,LAPI WTLP,COJU,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Columba arquatrix,Rameron Pigeon,rampig1,species,1899.0,AFOP AOPI RAPI,COAR,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Columba sjostedti,Cameroon Pigeon,campig1,species,1900.0,CAOP CAPI COPI,COSJ,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Columba thomensis,Maroon Pigeon,marpig1,species,1901.0,STOP MAPI,COTH,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Columba delegorguei,Delegorgue's Pigeon,delpig1,species,1902.0,DEPI EBNP,CODE,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Columba iriditorques,Bronze-naped Pigeon,brnpig1,species,1905.0,WBNP BNPI,COIR,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Columba malherbii,Sao Tome Pigeon,satpig1,species,1906.0,STPI IBNP STBN,COMA,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Columba thiriouxi,Mauritius Wood-Pigeon,mauwop1,species,1907.0,MAWP MAWO MWPI,COTH,,Columbiformes,Pigeons and Doves,Columbidae,,true,0,columb2
Columba pollenii,Comoro Pigeon,compig1,species,1908.0,COPI COOP,COPO,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Columba hodgsonii,Speckled Wood-Pigeon,spwpig1,species,1909.0,SPWP SWPI SPWO,COHO,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Columba albinucha,White-naped Pigeon,whnpig1,species,1910.0,WNPI,COAL,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Columba pulchricollis,Ashy Wood-Pigeon,aswpig1,species,1911.0,ASWO AWPI ASWP,COPU,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Columba elphinstonii,Nilgiri Wood-Pigeon,niwpig1,species,1912.0,NIWP NWPI NIWO,COEL,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Columba torringtoniae,Sri Lanka Wood-Pigeon,ceywop1,species,1913.0,SLWP SLWO,COTO,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Columba punicea,Pale-capped Pigeon,pacpig1,species,1914.0,PCPI,COPU,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Columba argentina,Silvery Wood-Pigeon,siwpig1,species,1915.0,SIWO SIWP SIPI SWPI,COAR,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Columba palumboides,Andaman Wood-Pigeon,anwpig1,species,1916.0,ANWP AWPI ANWO,COPA,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Columba janthina,Japanese Wood-Pigeon,jawpig1,species,1917.0,JWPI JAWO JAWP,COJA,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Columba jouyi,Ryukyu Pigeon,ryupig1,species,1920.0,RWPI RYWO RYPI,COJO,,Columbiformes,Pigeons and Doves,Columbidae,,true,1936,columb2
Columba versicolor,Bonin Pigeon,bonpig1,species,1921.0,BOPI BWPI BOWO,COVE,,Columbiformes,Pigeons and Doves,Columbidae,,true,1889,columb2
Columba vitiensis,Metallic Pigeon,metpig1,species,1922.0,MEPI WTPI,COVI,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Columba vitiensis [vitiensis Group],Metallic Pigeon (Metallic),metpig2,issf,1923.0,MEPI WTPI,COVI,,Columbiformes,Pigeons and Doves,Columbidae,metpig1,,,columb2
Columba vitiensis castaneiceps,Metallic Pigeon (Samoan),metpig3,issf,1931.0,MEPI WTPI,COVI,,Columbiformes,Pigeons and Doves,Columbidae,metpig1,,,columb2
Columba leucomela,White-headed Pigeon,whhpig1,species,1932.0,WHPI,COLE,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Columba pallidiceps,Yellow-legged Pigeon,yelpig1,species,1933.0,YLPI,COPA,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Columba sp.,Columba sp.,columb1,spuh,1934.0,,,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Aplopelia larvata,Lemon Dove,lemdov2,species,1935.0,CIDO LEDO,APLA,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Aplopelia larvata inornata,Lemon Dove (Western),lemdov1,issf,1936.0,CIDO LEDO,APLA,,Columbiformes,Pigeons and Doves,Columbidae,lemdov2,,,columb2
Aplopelia larvata principalis,Lemon Dove (Principe),lemdov3,issf,1937.0,CIDO LEDO,APLA,,Columbiformes,Pigeons and Doves,Columbidae,lemdov2,,,columb2
Aplopelia larvata simplex,Lemon Dove (Sao Tome),fordov1,issf,1938.0,CIDO LEDO,APLA,,Columbiformes,Pigeons and Doves,Columbidae,lemdov2,,,columb2
Aplopelia larvata larvata/bronzina,Lemon Dove (Lemon),lemdov4,issf,1939.0,CIDO LEDO,APLA,,Columbiformes,Pigeons and Doves,Columbidae,lemdov2,,,columb2
Patagioenas cayennensis,Pale-vented Pigeon,pavpig2,species,1942.0,,PACA,PVPI,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Patagioenas speciosa,Scaled Pigeon,scapig2,species,1949.0,,PASP,SCPI,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Patagioenas squamosa,Scaly-naped Pigeon,scnpig1,species,1950.0,,PASQ,SNPI,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Patagioenas picazuro,Picazuro Pigeon,picpig2,species,1951.0,PIPI,PAPI,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Patagioenas corensis,Bare-eyed Pigeon,baepig2,species,1954.0,BEPI,PACO,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Patagioenas maculosa,Spot-winged Pigeon,spwpig3,species,1955.0,SWPI SWWP,PAMA,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Patagioenas maculosa albipennis,Spot-winged Pigeon (albipennis),spwpig2,issf,1956.0,SWWP SWPI,PAMA,,Columbiformes,Pigeons and Doves,Columbidae,spwpig3,,,columb2
Patagioenas maculosa maculosa,Spot-winged Pigeon (maculosa),spwpig4,issf,1957.0,SWPI SWWP,PAMA,,Columbiformes,Pigeons and Doves,Columbidae,spwpig3,,,columb2
Patagioenas leucocephala,White-crowned Pigeon,whcpig2,species,1958.0,,PALE,WCPI,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Patagioenas flavirostris,Red-billed Pigeon,rebpig1,species,1959.0,,PAFL,RBPI,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Patagioenas inornata,Plain Pigeon,plapig,species,1964.0,PLPI,PAIN,PLAP,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Patagioenas fasciata,Band-tailed Pigeon,batpig1,species,1968.0,NBTP,PAFA,BTPI,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Patagioenas fasciata [fasciata Group],Band-tailed Pigeon (Northern),batpig2,issf,1969.0,BTPI NBTP,PAFA,,Columbiformes,Pigeons and Doves,Columbidae,batpig1,,,columb2
Patagioenas fasciata vioscae,Band-tailed Pigeon (Viosca's),batpig4,issf,1973.0,BTPI NBTP,PAFA,,Columbiformes,Pigeons and Doves,Columbidae,batpig1,,,columb2
Patagioenas fasciata [albilinea Group],Band-tailed Pigeon (White-necked),batpig3,issf,1974.0,BTPI NBTP,PAFA,,Columbiformes,Pigeons and Doves,Columbidae,batpig1,,,columb2
Columba livia/Patagioenas fasciata,Rock/Band-tailed Pigeon,y00319,slash,1978.0,ROPI NBTP BTPI RODO,PAFA COLI,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Patagioenas araucana,Chilean Pigeon,chipig2,species,1979.0,CHPI,PAAR,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Patagioenas caribaea,Ring-tailed Pigeon,ritpig,species,1980.0,RTPI,PACA,RTAP,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Patagioenas oenops,Peruvian Pigeon,perpig2,species,1981.0,MAPI PEPI,PAOE,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Patagioenas plumbea,Plumbeous Pigeon,plupig2,species,1982.0,PLPI,PAPL,PLUP,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Patagioenas subvinacea,Ruddy Pigeon,rudpig,species,1989.0,RUPI,PASU,RUDP,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Patagioenas subvinacea subvinacea/berlepschi,Ruddy Pigeon (Berlepsch's),rudpig2,issf,1990.0,RUDP RUPI,PASU,,Columbiformes,Pigeons and Doves,Columbidae,rudpig,,,columb2
Patagioenas subvinacea [purpureotincta Group],Ruddy Pigeon (Ruddy),rudpig3,issf,1993.0,RUDP RUPI,PASU,,Columbiformes,Pigeons and Doves,Columbidae,rudpig,,,columb2
Patagioenas plumbea/subvinacea,Plumbeous/Ruddy Pigeon,y00781,slash,2000.0,PLPI RUDP RUPI PLUP,PAPL PASU,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Patagioenas nigrirostris,Short-billed Pigeon,shbpig,species,2001.0,,PANI,SBPI,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Patagioenas subvinacea/nigrirostris,Ruddy/Short-billed Pigeon,y00782,slash,2002.0,RUDP SBPI RUPI,PANI PASU,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Patagioenas goodsoni,Dusky Pigeon,duspig2,species,2003.0,,PAGO,DUPI,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Patagioenas sp.,Patagioenas sp.,patagi1,spuh,2004.0,,,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ectopistes migratorius,Passenger Pigeon,paspig,species,2005.0,,ECMI,PAPI,Columbiformes,Pigeons and Doves,Columbidae,,true,1914,columb2
Nesoenas picturatus,Malagasy Turtle-Dove,matdov1,species,2006.0,MTDO MATD,NEPI,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Nesoenas mayeri,Pink Pigeon,pinpig2,species,2012.0,PIPI,NEMA,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Nesoenas cicur,Mauritius Turtle-Dove,mautud1,species,2015.0,MTDO MATD,NECI,,Columbiformes,Pigeons and Doves,Columbidae,,true,1720,columb2
Nesoenas rodericanus,Rodrigues Turtle-Dove,rodtud1,species,2016.0,ROPI RTDO ROTD,NERO,,Columbiformes,Pigeons and Doves,Columbidae,,true,1726,columb2
Streptopelia turtur,European Turtle-Dove,eutdov,species,2017.0,ETDO,STTU,EUTD,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Streptopelia lugens,Dusky Turtle-Dove,dutdov1,species,2022.0,DUTD DTDO,STLU,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Streptopelia hypopyrrha,Adamawa Turtle-Dove,adtdov1,species,2023.0,ATDO ADTD,STHY,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Streptopelia orientalis,Oriental Turtle-Dove,ortdov,species,2024.0,OTDO RTDO,STOR,ORTD,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Streptopelia bitorquata,Sunda Collared-Dove,iscdov1,species,2031.0,SUCD SCDO,STBI,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Streptopelia dusumieri,Philippine Collared-Dove,phicod1,species,2032.0,PHCD PCDO,STDU,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Streptopelia decaocto,Eurasian Collared-Dove,eucdov,species,2033.0,CODO ECDO,STDE,EUCD,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Streptopelia xanthocycla,Burmese Collared-Dove,eurcod2,species,2034.0,CODO ECDO BUCD BCDO,STXA,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Streptopelia decaocto/xanthocycla,Eurasian/Burmese Collared-Dove,y01178,slash,2035.0,CODO ECDO EUCD BCDO BUCD,STDE STXA,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Streptopelia turtur x decaocto,European Turtle-Dove x Eurasian Collared-Dove (hybrid),x00382,hybrid,2036.0,EUTD CODO EUCD ECDO ETDO,STDE STTU,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Streptopelia roseogrisea,African Collared-Dove,afcdov1,species,2037.0,ACDO,STRO,AFCD,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Streptopelia roseogrisea (Domestic type),African Collared-Dove (Domestic type or Ringed Turtle-Dove),afrcod1,domestic,2040.0,AFCD ACDO,STRO,,Columbiformes,Pigeons and Doves,Columbidae,afcdov1,,,columb2
Streptopelia decaocto x roseogrisea,Eurasian x African Collared-Dove (hybrid),x00799,hybrid,2041.0,CODO AFCD ECDO EUCD ACDO,STDE STRO,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Streptopelia decaocto/roseogrisea,Eurasian/African Collared-Dove,y00851,slash,2042.0,AFCD CODO ECDO EUCD ACDO,STDE STRO,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Streptopelia reichenowi,White-winged Collared-Dove,wwcdov1,species,2043.0,WWCD AWWD,STRE,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Streptopelia decipiens,Mourning Collared-Dove,afmdov1,species,2044.0,AMDO AFMD MCDO MOCD,STDE,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Streptopelia semitorquata,Red-eyed Dove,reedov1,species,2051.0,REDO,STSE,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Streptopelia capicola,Ring-necked Dove,rindov,species,2052.0,CATD RNDO CTDO,STCA,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Streptopelia vinacea,Vinaceous Dove,vindov1,species,2059.0,VIDO,STVI,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Streptopelia tranquebarica,Red Collared-Dove,recdov1,species,2060.0,RECD RCDO RTDO RETD,STTR,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Streptopelia decaocto/tranquebarica,Eurasian/Red Collared-Dove,y01078,slash,2063.0,EUCD RECD RETD CODO ECDO RCDO RTDO,STDE STTR,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Streptopelia sp.,Streptopelia sp.,strept1,spuh,2064.0,,,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Spilopelia chinensis,Spotted Dove,spodov,species,2065.0,ESDO,SPCH,SPDO,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Spilopelia chinensis suratensis,Spotted Dove (Western),spodov1,issf,2066.0,ESDO SPDO,SPCH,,Columbiformes,Pigeons and Doves,Columbidae,spodov,,,columb2
Spilopelia chinensis chinensis/tigrina,Spotted Dove (Eastern),spodov2,issf,2067.0,ESDO SPDO,SPCH,,Columbiformes,Pigeons and Doves,Columbidae,spodov,,,columb2
Spilopelia senegalensis,Laughing Dove,laudov1,species,2070.0,LADO,SPSE,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Macropygia unchall,Barred Cuckoo-Dove,bacdov1,species,2077.0,BACD BCDO,MAUN,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Macropygia phasianella,Brown Cuckoo-Dove,brcdov1,species,2081.0,BRCD BCDO,MAPH,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Macropygia macassariensis,Flores Sea Cuckoo-Dove,ducdov1,species,2082.0,DCDO FSCD,MAMA,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Macropygia magna,Timor Cuckoo-Dove,timcud1,species,2085.0,DCDO TCDO TICD,MAMA,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Macropygia timorlaoensis,Tanimbar Cuckoo-Dove,tancud1,species,2086.0,DCDO TACD TCDO,MATI,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Macropygia amboinensis,Amboyna Cuckoo-Dove,sbcdov1,species,2087.0,SBCD ACDO AMCD,MAAM,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Macropygia doreya,Sultan's Cuckoo-Dove,sulcud1,species,2098.0,SUCD SCDO SBCD,MADO,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Macropygia doreya [albicapilla Group],Sultan's Cuckoo-Dove (Sulawesi),sulcud3,issf,2099.0,SUCD SCDO SBCD,MADO,,Columbiformes,Pigeons and Doves,Columbidae,sulcud1,,,columb2
Macropygia doreya [doreya Group],Sultan's Cuckoo-Dove (Sultan's),sulcud4,issf,2104.0,SUCD SCDO SBCD,MADO,,Columbiformes,Pigeons and Doves,Columbidae,sulcud1,,,columb2
Macropygia amboinensis/doreya,Amboyna/Sultan's Cuckoo-Dove,y01028,slash,2108.0,ACDO AMCD SUCD SCDO SBCD,MADO MAAM,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Macropygia rufipennis,Andaman Cuckoo-Dove,ancdov1,species,2109.0,ANCD ACDO,MARU,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Macropygia tenuirostris,Philippine Cuckoo-Dove,phcdov1,species,2112.0,PHCD PCDO,MATE,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Macropygia [undescribed form],Palawan Cuckoo-Dove (undescribed form),palcud1,form,2117.0,PCDO,,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Macropygia emiliana,Ruddy Cuckoo-Dove,rucdov1,species,2118.0,RUCD RCDO,MAEM,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Macropygia cinnamomea,Enggano Cuckoo-Dove,engcud1,species,2121.0,ECDO RCDO ENCD,MACI,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Macropygia modiglianii,Barusan Cuckoo-Dove,barcud1,species,2122.0,RCDO BACD BCDO,MAMO,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Macropygia nigrirostris,Black-billed Cuckoo-Dove,bbcdov1,species,2126.0,BTCD BBCD,MANI,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Macropygia mackinlayi,Mackinlay's Cuckoo-Dove,macdov1,species,2127.0,MCDO MACD,MAMA,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
