SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,FAMILY_CODE
Columba oliviae,Somali Pigeon,sompig1,species,1905.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Columba palumbus,Common Wood-Pigeon,cowpig1,species,1906.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Columba palumbus [palumbus Group],Common Wood-Pigeon (White-necked),comwop1,issf,1907.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Columba palumbus casiotis,Common Wood-Pigeon (Cinnamon-necked),comwop2,issf,1912.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Columba trocaz,Trocaz Pigeon,tropig1,species,1913.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Columba bollii,Bolle's Pigeon,bolpig1,species,1914.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Columba unicincta,Afep Pigeon,afepig1,species,1915.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Columba junoniae,Laurel Pigeon,laupig1,species,1916.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Columba arquatrix,Rameron Pigeon,rampig1,species,1917.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Columba sjostedti,Cameroon Pigeon,campig1,species,1918.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Columba thomensis,Maroon Pigeon,marpig1,species,1919.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Columba delegorguei,Delegorgue's Pigeon,delpig1,species,1920.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Columba delegorguei sharpei,Delegorgue's Pigeon (Northern),delpig2,issf,1921.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Columba delegorguei delegorguei,Delegorgue's Pigeon (Southern),delpig3,issf,1922.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Columba iriditorques,Bronze-naped Pigeon,brnpig1,species,1923.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Columba malherbii,Sao Tome Pigeon,satpig1,species,1924.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Columba pollenii,Comoro Pigeon,compig1,species,1926.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Columba hodgsonii,Speckled Wood-Pigeon,spwpig1,species,1927.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Columba albinucha,White-naped Pigeon,whnpig1,species,1928.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Columba pulchricollis,Ashy Wood-Pigeon,aswpig1,species,1929.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Columba elphinstonii,Nilgiri Wood-Pigeon,niwpig1,species,1930.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Columba torringtoniae,Sri Lanka Wood-Pigeon,ceywop1,species,1931.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Columba punicea,Pale-capped Pigeon,pacpig1,species,1932.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Columba argentina,Silvery Wood-Pigeon,siwpig1,species,1933.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Columba palumboides,Andaman Wood-Pigeon,anwpig1,species,1934.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Columba janthina,Black Wood-Pigeon,jawpig1,species,1935.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Columba vitiensis,Metallic Pigeon,metpig1,species,1940.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Columba vitiensis [vitiensis Group],Metallic Pigeon (Metallic),metpig2,issf,1941.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Columba vitiensis castaneiceps,Metallic Pigeon (Samoan),metpig3,issf,1949.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Columba leucomela,White-headed Pigeon,whhpig1,species,1950.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Columba pallidiceps,Yellow-legged Pigeon,yelpig1,species,1951.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Columba sp.,Columba sp.,columb1,spuh,1952.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Aplopelia larvata,Lemon Dove,lemdov2,species,1953.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Aplopelia larvata inornata,Lemon Dove (Western),lemdov1,issf,1954.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Aplopelia larvata principalis,Lemon Dove (Principe),lemdov3,issf,1955.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Aplopelia larvata simplex,Lemon Dove (Sao Tome),fordov1,issf,1956.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Aplopelia larvata larvata/bronzina,Lemon Dove (Lemon),lemdov4,issf,1957.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Patagioenas cayennensis,Pale-vented Pigeon,pavpig2,species,1960.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Patagioenas speciosa,Scaled Pigeon,scapig2,species,1967.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Patagioenas squamosa,Scaly-naped Pigeon,scnpig1,species,1968.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Patagioenas picazuro,Picazuro Pigeon,picpig2,species,1969.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Patagioenas corensis,Bare-eyed Pigeon,baepig2,species,1972.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Patagioenas maculosa,Spot-winged Pigeon,spwpig3,species,1973.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Patagioenas maculosa albipennis,Spot-winged Pigeon (albipennis),spwpig2,issf,1974.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Patagioenas maculosa maculosa,Spot-winged Pigeon (maculosa),spwpig4,issf,1975.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Patagioenas leucocephala,White-crowned Pigeon,whcpig2,species,1976.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Patagioenas flavirostris,Red-billed Pigeon,rebpig1,species,1977.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Patagioenas inornata,Plain Pigeon,plapig,species,1982.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Patagioenas fasciata,Band-tailed Pigeon,batpig1,species,1986.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Patagioenas fasciata [fasciata Group],Band-tailed Pigeon (Northern),batpig2,issf,1987.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Patagioenas fasciata vioscae,Band-tailed Pigeon (Viosca's),batpig4,issf,1991.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Patagioenas fasciata [albilinea Group],Band-tailed Pigeon (White-necked),batpig3,issf,1992.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Columba livia/Patagioenas fasciata,Rock/Band-tailed Pigeon,y00319,slash,1996.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Patagioenas araucana,Chilean Pigeon,chipig2,species,1997.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Patagioenas caribaea,Ring-tailed Pigeon,ritpig,species,1998.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Patagioenas oenops,Peruvian Pigeon,perpig2,species,1999.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Patagioenas plumbea,Plumbeous Pigeon,plupig2,species,2000.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Patagioenas subvinacea,Ruddy Pigeon,rudpig,species,2007.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Patagioenas subvinacea subvinacea/berlepschi,Ruddy Pigeon (Berlepsch's),rudpig2,issf,2008.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Patagioenas subvinacea [purpureotincta Group],Ruddy Pigeon (Ruddy),rudpig3,issf,2011.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Patagioenas plumbea/subvinacea,Plumbeous/Ruddy Pigeon,y00781,slash,2018.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Patagioenas nigrirostris,Short-billed Pigeon,shbpig,species,2019.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Patagioenas subvinacea/nigrirostris,Ruddy/Short-billed Pigeon,y00782,slash,2020.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Patagioenas goodsoni,Dusky Pigeon,duspig2,species,2021.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Patagioenas sp.,Patagioenas sp.,patagi1,spuh,2022.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Nesoenas picturatus,Malagasy Turtle-Dove,matdov1,species,2024.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Nesoenas mayeri,Pink Pigeon,pinpig2,species,2030.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Streptopelia turtur,European Turtle-Dove,eutdov,species,2035.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Streptopelia lugens,Dusky Turtle-Dove,dutdov1,species,2040.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Streptopelia hypopyrrha,Adamawa Turtle-Dove,adtdov1,species,2041.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Streptopelia orientalis,Oriental Turtle-Dove,ortdov,species,2042.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Streptopelia bitorquata,Sunda Collared-Dove,iscdov1,species,2049.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Streptopelia dusumieri,Philippine Collared-Dove,phicod1,species,2050.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Streptopelia decaocto,Eurasian Collared-Dove,eucdov,species,2051.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Streptopelia turtur x decaocto,European Turtle-Dove x Eurasian Collared-Dove (hybrid),x00382,hybrid,2052.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Streptopelia orientalis x decaocto,Oriental Turtle-Dove x Eurasian Collared-Dove (hybrid),x01084,hybrid,2053.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Streptopelia xanthocycla,Burmese Collared-Dove,eurcod2,species,2054.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Streptopelia decaocto/xanthocycla,Eurasian/Burmese Collared-Dove,y01178,slash,2055.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Streptopelia roseogrisea,African Collared-Dove,afcdov1,species,2056.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Streptopelia roseogrisea (Domestic type),African Collared-Dove (Domestic type or Ringed Turtle-Dove),afrcod1,domestic,2059.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Streptopelia decaocto x roseogrisea,Eurasian x African Collared-Dove (hybrid),x00799,hybrid,2060.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Streptopelia decaocto/roseogrisea,Eurasian/African Collared-Dove,y00851,slash,2061.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Streptopelia reichenowi,White-winged Collared-Dove,wwcdov1,species,2062.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Streptopelia decipiens,Mourning Collared-Dove,afmdov1,species,2063.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Streptopelia semitorquata,Red-eyed Dove,reedov1,species,2070.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Streptopelia capicola,Ring-necked Dove,rindov,species,2071.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Streptopelia vinacea,Vinaceous Dove,vindov1,species,2078.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Streptopelia tranquebarica,Red Collared-Dove,recdov1,species,2079.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Streptopelia decaocto/tranquebarica,Eurasian/Red Collared-Dove,y01078,slash,2082.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Streptopelia sp.,Streptopelia sp.,strept1,spuh,2083.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Spilopelia chinensis,Spotted Dove,spodov,species,2084.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Spilopelia chinensis suratensis/ceylonensis,Spotted Dove (Western),spodov1,issf,2085.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Spilopelia chinensis chinensis/tigrina,Spotted Dove (Eastern),spodov2,issf,2088.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Spilopelia senegalensis,Laughing Dove,laudov1,species,2091.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Macropygia unchall,Barred Cuckoo-Dove,bacdov1,species,2098.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Macropygia phasianella,Brown Cuckoo-Dove,brcdov1,species,2102.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Macropygia macassariensis,Flores Sea Cuckoo-Dove,ducdov1,species,2103.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Macropygia magna,Timor Cuckoo-Dove,timcud1,species,2106.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Macropygia timorlaoensis,Tanimbar Cuckoo-Dove,tancud1,species,2107.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Macropygia amboinensis,Amboyna Cuckoo-Dove,sbcdov1,species,2108.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Macropygia doreya,Sultan's Cuckoo-Dove,sulcud1,species,2119.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Macropygia doreya [albicapilla Group],Sultan's Cuckoo-Dove (Sulawesi),sulcud3,issf,2120.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Macropygia doreya [doreya Group],Sultan's Cuckoo-Dove (Sultan's),sulcud4,issf,2125.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Macropygia amboinensis/doreya,Amboyna/Sultan's Cuckoo-Dove,y01028,slash,2129.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Macropygia rufipennis,Andaman Cuckoo-Dove,ancdov1,species,2130.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Macropygia tenuirostris,Philippine Cuckoo-Dove,phcdov1,species,2133.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Macropygia [undescribed form],Palawan Cuckoo-Dove (undescribed form),palcud1,form,2138.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Macropygia emiliana,Ruddy Cuckoo-Dove,rucdov1,species,2139.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Macropygia cinnamomea,Enggano Cuckoo-Dove,engcud1,species,2142.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Macropygia modiglianii,Barusan Cuckoo-Dove,barcud1,species,2143.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Macropygia nigrirostris,Black-billed Cuckoo-Dove,bbcdov1,species,2147.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Macropygia mackinlayi,Mackinlay's Cuckoo-Dove,macdov1,species,2148.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Macropygia ruficeps,Little Cuckoo-Dove,licdov1,species,2151.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Macropygia sp.,Macropygia sp.,macrop1,spuh,2160.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Reinwardtoena reinwardti,Great Cuckoo-Dove,grcdov2,species,2161.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Reinwardtoena browni,Pied Cuckoo-Dove,picdov1,species,2165.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Reinwardtoena crassirostris,Crested Cuckoo-Dove,crcdov1,species,2166.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Turacoena manadensis,White-faced Cuckoo-Dove,wfcdov1,species,2167.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Turacoena sulaensis,Sula Cuckoo-Dove,sulcud2,species,2168.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Turacoena modesta,Slaty Cuckoo-Dove,slacud1,species,2169.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Turtur chalcospilos,Emerald-spotted Wood-Dove,eswdov1,species,2170.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Turtur abyssinicus,Black-billed Wood-Dove,bbwdov1,species,2171.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Turtur afer,Blue-spotted Wood-Dove,bswdov1,species,2172.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Turtur tympanistria,Tambourine Dove,tamdov1,species,2173.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Turtur brehmeri,Blue-headed Wood-Dove,bhwdov1,species,2174.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Turtur sp.,Turtur sp.,turtur1,spuh,2177.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Oena capensis,Namaqua Dove,namdov1,species,2178.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Chalcophaps indica,Asian Emerald Dove,emedov2,species,2181.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Chalcophaps longirostris,Pacific Emerald Dove,emedov3,species,2188.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Chalcophaps indica x longirostris,Asian x Pacific Emerald Dove (hybrid),x00849,hybrid,2192.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Chalcophaps indica/longirostris,Asian/Pacific Emerald Dove,emedov1,slash,2193.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Chalcophaps stephani,Stephan's Dove,stedov1,species,2194.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Henicophaps albifrons,New Guinea Bronzewing,negbro1,species,2198.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Henicophaps foersteri,New Britain Bronzewing,nebbro1,species,2201.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Pampusana hoedtii,Wetar Ground Dove,wegdov1,species,2202.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Pampusana stairi,Shy Ground Dove,frgdov1,species,2203.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Pampusana sanctaecrucis,Santa Cruz Ground Dove,scgdov1,species,2204.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Pampusana beccarii,Bronze Ground Dove,brgdov1,species,2207.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Pampusana beccarii beccarii,Bronze Ground Dove (Western),brogrd1,issf,2208.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Pampusana beccarii [johannae Group],Bronze Ground Dove (Eastern),brogrd2,issf,2209.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Pampusana canifrons,Palau Ground Dove,pagdov1,species,2216.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Pampusana jobiensis,White-bibbed Ground Dove,wbgdov1,species,2217.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Pampusana rubescens,Marquesas Ground Dove,margrd1,species,2220.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Pampusana kubaryi,Caroline Islands Ground Dove,cigdov1,species,2221.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Pampusana erythroptera,Polynesian Ground Dove,pogdov1,species,2222.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Pampusana xanthonura,White-throated Ground Dove,wtgdov1,species,2223.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Phaps chalcoptera,Common Bronzewing,combro1,species,2225.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Phaps elegans,Brush Bronzewing,brubro1,species,2226.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Phaps chalcoptera/elegans,Common/Brush Bronzewing,y01230,slash,2229.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Phaps histrionica,Flock Bronzewing,flobro1,species,2230.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Ocyphaps lophotes,Crested Pigeon,crepig1,species,2231.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Geophaps plumifera,Spinifex Pigeon,spipig2,species,2234.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Geophaps plumifera ferruginea,Spinifex Pigeon (Rufous-bellied),spipig4,issf,2235.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Geophaps plumifera plumifera/leucogaster,Spinifex Pigeon (White-bellied),spipig5,issf,2236.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Geophaps scripta,Squatter Pigeon,squpig1,species,2239.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Geophaps smithii,Partridge Pigeon,parpig1,species,2242.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Petrophassa rufipennis,Chestnut-quilled Rock-Pigeon,cqrpig1,species,2245.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Petrophassa albipennis,White-quilled Rock-Pigeon,wqrpig1,species,2246.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Leucosarcia melanoleuca,Wonga Pigeon,wonpig1,species,2249.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Geopelia cuneata,Diamond Dove,diadov1,species,2250.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Geopelia striata,Zebra Dove,zebdov,species,2251.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Geopelia placida,Peaceful Dove,peadov1,species,2252.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Geopelia maugeus,Barred Dove,bardov2,species,2256.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Geopelia humeralis,Bar-shouldered Dove,basdov1,species,2257.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Columbina inca,Inca Dove,incdov,species,2261.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Columbina passerina,Common Ground Dove,cogdov,species,2262.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Columbina minuta,Plain-breasted Ground Dove,pbgdov1,species,2281.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Columbina talpacoti,Ruddy Ground Dove,rugdov,species,2286.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
Columbina passerina/talpacoti,Common/Ruddy Ground Dove,y00852,slash,2291.0,Columbiformes,Pigeons and Doves,Columbidae,columb2
